investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV001641,1/19/2024,125498,SIP,44624,Haryana,Faridabad,B30,26-35,Male,15.4,Net Banking,Verified
INV003974,1/19/2024,120506,SIP,2472,Maharashtra,Nashik,B30,46-55,Male,73.6,UPI,Verified
INV000197,1/19/2024,148567,Lumpsum,218747,Maharashtra,Mumbai,T30,18-25,Male,6.9,Cheque,Verified
INV003632,1/19/2024,119120,Redemption,384611,Punjab,Chandigarh,T30,36-45,Female,43.2,Net Banking,Verified
INV003909,1/19/2024,119551,SIP,6574,Haryana,Gurugram,T30,46-55,Male,29.1,Net Banking,Verified
INV000720,1/19/2024,149322,SIP,4233,Gujarat,Ahmedabad,T30,18-25,Female,5.8,Net Banking,Verified
INV004081,1/19/2024,118635,SIP,919,Karnataka,Bangalore,T30,46-55,Female,43.8,UPI,Verified
INV003258,1/19/2024,118635,Lumpsum,382685,Rajasthan,Udaipur,B30,26-35,Male,14.7,Net Banking,Verified
INV001043,1/19/2024,120503,Lumpsum,169307,Haryana,Gurugram,T30,18-25,Male,7.8,Mandate,Verified
INV002657,1/19/2024,125497,SIP,5392,Punjab,Amritsar,B30,36-45,Male,50,Net Banking,Verified
INV001748,1/19/2024,119598,SIP,2187,Gujarat,Ahmedabad,T30,36-45,Female,16.2,Mandate,Verified
INV000824,1/19/2024,118634,SIP,593,Haryana,Gurugram,T30,36-45,Male,53.9,Net Banking,Verified
INV000994,1/19/2024,148569,Lumpsum,471278,Maharashtra,Pune,T30,26-35,Female,6.1,UPI,Verified
INV004308,1/19/2024,119551,SIP,4720,Gujarat,Surat,T30,26-35,Female,11.1,Mandate,Verified
INV000733,1/19/2024,119552,SIP,22962,Uttar Pradesh,Lucknow,T30,18-25,Male,3.9,Net Banking,Verified
INV001189,1/19/2024,120844,SIP,24132,Maharashtra,Nashik,B30,56+,Male,70.1,UPI,Verified
INV003662,1/19/2024,118635,SIP,4303,Rajasthan,Jaipur,T30,18-25,Male,5.7,Cheque,Verified
INV003767,1/19/2024,120506,SIP,953,Madhya Pradesh,Bhopal,B30,36-45,Female,13.6,Cheque,Verified
INV000346,1/19/2024,120507,Lumpsum,218210,Haryana,Faridabad,B30,26-35,Male,22,UPI,Verified
INV004678,1/19/2024,119599,Redemption,145348,West Bengal,Kolkata,T30,36-45,Female,15.3,Net Banking,Verified
INV003717,1/19/2024,102886,Lumpsum,104110,Tamil Nadu,Coimbatore,B30,26-35,Female,20.8,Cheque,Verified
INV002139,1/19/2024,119598,SIP,2190,Haryana,Gurugram,T30,36-45,Female,28.6,Mandate,Verified
INV003291,1/19/2024,120503,SIP,3531,Gujarat,Surat,T30,36-45,Male,47.1,UPI,Verified
INV001313,1/19/2024,149324,SIP,7398,Gujarat,Surat,T30,36-45,Male,20.3,Cheque,Verified
INV002373,1/19/2024,118636,SIP,28042,Maharashtra,Pune,T30,36-45,Male,56.3,Net Banking,Verified
INV003673,1/19/2024,118636,Redemption,15062,Maharashtra,Mumbai,T30,26-35,Male,23.5,Cheque,Verified
INV001680,1/19/2024,102885,SIP,9776,Madhya Pradesh,Indore,T30,26-35,Male,22.8,Cheque,Verified
INV001154,1/19/2024,119599,SIP,42655,Delhi,Noida,T30,36-45,Female,34.8,Net Banking,Verified
INV003215,1/19/2024,120505,SIP,8910,Gujarat,Surat,T30,26-35,Female,20.9,Mandate,Verified
INV001060,1/19/2024,120843,SIP,6191,Telangana,Hyderabad,T30,36-45,Male,29,UPI,Pending
INV004408,1/19/2024,101208,SIP,420,Punjab,Amritsar,B30,26-35,Male,23.5,Cheque,Pending
INV000704,1/19/2024,119598,SIP,1975,Gujarat,Ahmedabad,T30,18-25,Male,4.5,Net Banking,Verified
INV004725,1/19/2024,148568,SIP,6650,Gujarat,Ahmedabad,T30,18-25,Male,4.7,UPI,Verified
INV001242,1/19/2024,148567,SIP,1049,Tamil Nadu,Chennai,T30,36-45,Male,57.8,Cheque,Verified
INV002783,1/19/2024,120507,Redemption,282913,West Bengal,Kolkata,T30,26-35,Male,7,Mandate,Verified
INV003511,1/19/2024,119551,SIP,14753,Haryana,Gurugram,T30,46-55,Male,36.8,Net Banking,Verified
INV001428,1/19/2024,119552,Lumpsum,311248,Delhi,New Delhi,T30,26-35,Male,17.8,Cheque,Pending
INV002476,1/19/2024,149322,SIP,2470,Telangana,Hyderabad,T30,36-45,Female,58.6,Cheque,Verified
INV002319,1/19/2024,118633,SIP,13221,Karnataka,Mysore,B30,26-35,Male,8.7,UPI,Verified
INV004875,1/19/2024,120507,Redemption,276200,West Bengal,Kolkata,T30,26-35,Male,25,Net Banking,Verified
INV001023,1/19/2024,125498,SIP,8071,Gujarat,Ahmedabad,T30,36-45,Male,27.1,Mandate,Verified
INV000778,1/19/2024,119092,Redemption,40021,Haryana,Faridabad,B30,26-35,Male,16.9,Cheque,Verified
INV003383,1/19/2024,119094,SIP,11765,Karnataka,Mysore,B30,18-25,Male,4.6,Mandate,Pending
INV004089,1/19/2024,101207,Lumpsum,114831,Haryana,Gurugram,T30,36-45,Female,15.2,Mandate,Verified
INV000393,1/19/2024,100025,Lumpsum,394362,Maharashtra,Mumbai,T30,36-45,Male,53.1,Net Banking,Verified
INV002706,1/20/2024,119092,Lumpsum,337669,Haryana,Faridabad,B30,46-55,Female,22.8,Net Banking,Pending
INV004737,1/20/2024,118634,SIP,5179,Madhya Pradesh,Indore,T30,46-55,Male,98.4,Cheque,Pending
INV003776,1/20/2024,120507,SIP,17316,Punjab,Amritsar,B30,26-35,Male,22.7,Mandate,Verified
INV000544,1/20/2024,101206,SIP,21648,Madhya Pradesh,Bhopal,B30,18-25,Male,3.6,Cheque,Verified
INV004561,1/20/2024,101208,SIP,6341,Haryana,Faridabad,B30,26-35,Male,18.8,Mandate,Verified
INV002500,1/20/2024,149324,SIP,25042,Delhi,New Delhi,T30,26-35,Male,14.7,Net Banking,Verified
INV001882,1/20/2024,119598,Lumpsum,470885,Rajasthan,Udaipur,B30,26-35,Male,22.9,Cheque,Verified
INV000422,1/20/2024,118636,SIP,4429,Punjab,Amritsar,B30,46-55,Male,94.1,UPI,Pending
INV001903,1/20/2024,119093,SIP,15127,Delhi,New Delhi,T30,26-35,Female,8.8,Mandate,Verified
INV003123,1/20/2024,119551,SIP,4518,Haryana,Faridabad,B30,36-45,Male,36.2,UPI,Verified
INV000413,1/20/2024,119120,SIP,3176,Haryana,Gurugram,T30,36-45,Female,49.8,Net Banking,Verified
INV002940,1/20/2024,118636,Redemption,347064,Haryana,Faridabad,B30,26-35,Male,18.3,Cheque,Verified
INV004414,1/20/2024,149324,SIP,10650,Uttar Pradesh,Lucknow,T30,26-35,Male,6.6,Net Banking,Verified
INV004142,1/20/2024,119551,Redemption,127871,West Bengal,Kolkata,T30,26-35,Male,12,UPI,Verified
INV002733,1/20/2024,101207,Lumpsum,505706,Punjab,Chandigarh,T30,26-35,Male,19,Cheque,Verified
INV000374,1/20/2024,119599,SIP,11655,West Bengal,Kolkata,T30,18-25,Female,4.1,UPI,Verified
INV000299,1/20/2024,119094,Lumpsum,271542,Delhi,Noida,T30,26-35,Male,24.4,UPI,Verified
INV004787,1/20/2024,148568,Redemption,259691,Haryana,Faridabad,B30,26-35,Male,8.2,UPI,Verified
INV002362,1/20/2024,120504,Lumpsum,391995,Delhi,New Delhi,T30,26-35,Male,22.3,Cheque,Verified
INV000405,1/20/2024,119552,Redemption,237811,Karnataka,Mysore,B30,56+,Female,8.6,Net Banking,Verified
INV003439,1/20/2024,149324,SIP,8648,West Bengal,Kolkata,T30,18-25,Female,3.9,Cheque,Verified
INV002941,1/20/2024,118636,SIP,29077,Rajasthan,Udaipur,B30,36-45,Female,59.2,Mandate,Verified
INV000567,1/20/2024,100016,Redemption,151782,Delhi,New Delhi,T30,26-35,Male,9.1,Net Banking,Verified
INV001819,1/20/2024,119552,SIP,6343,West Bengal,Kolkata,T30,26-35,Male,11.9,Mandate,Verified
INV003113,1/20/2024,119093,SIP,6483,Rajasthan,Jaipur,T30,26-35,Male,22,Net Banking,Verified
INV000252,1/20/2024,125498,Redemption,515151,Gujarat,Surat,T30,46-55,Female,24.4,Mandate,Verified
INV003415,1/20/2024,148568,SIP,8206,Gujarat,Surat,T30,46-55,Male,96.6,Mandate,Verified
INV003328,1/20/2024,119120,Lumpsum,303017,Karnataka,Mysore,B30,26-35,Female,14.2,Cheque,Pending
INV000651,1/20/2024,119552,SIP,12573,Delhi,New Delhi,T30,18-25,Male,6,Net Banking,Verified
INV003411,1/20/2024,119095,Lumpsum,52372,Tamil Nadu,Chennai,T30,26-35,Male,14.2,Mandate,Verified
INV002697,1/20/2024,149323,SIP,511,West Bengal,Kolkata,T30,26-35,Male,14.1,Cheque,Pending
INV002685,1/20/2024,119093,SIP,51489,Madhya Pradesh,Bhopal,B30,18-25,Male,3.7,Net Banking,Verified
INV000458,1/20/2024,119095,Lumpsum,343114,Rajasthan,Udaipur,B30,56+,Male,18.9,Net Banking,Verified
INV002366,1/20/2024,119092,Redemption,165229,Telangana,Hyderabad,T30,26-35,Female,20.4,Net Banking,Verified
INV004684,1/20/2024,118635,SIP,12906,Tamil Nadu,Chennai,T30,26-35,Male,22,Mandate,Verified
INV001899,1/20/2024,120506,SIP,578,Gujarat,Ahmedabad,T30,26-35,Male,7.6,Mandate,Pending
INV000832,1/20/2024,149322,SIP,6694,Karnataka,Bangalore,T30,36-45,Male,36.6,UPI,Verified
INV002195,1/20/2024,118636,Redemption,16534,Telangana,Hyderabad,T30,26-35,Male,24.5,Net Banking,Verified
INV003061,1/20/2024,102885,Lumpsum,317573,Uttar Pradesh,Lucknow,T30,26-35,Female,11.9,Mandate,Verified
INV001048,1/20/2024,119094,Lumpsum,260931,Delhi,New Delhi,T30,46-55,Male,46.6,UPI,Verified
INV002585,1/20/2024,120505,Lumpsum,265554,Uttar Pradesh,Lucknow,T30,18-25,Male,3.2,Mandate,Verified
INV003674,1/20/2024,102886,Redemption,279015,Uttar Pradesh,Kanpur,B30,36-45,Male,32.8,UPI,Verified
INV002996,1/20/2024,120507,Lumpsum,427873,Madhya Pradesh,Bhopal,B30,26-35,Male,20.7,Net Banking,Pending
INV000049,1/20/2024,119094,SIP,13494,Maharashtra,Nashik,B30,36-45,Male,23.8,Cheque,Verified
INV004030,1/20/2024,120504,SIP,2252,Uttar Pradesh,Lucknow,T30,18-25,Female,4.4,Mandate,Verified
INV003847,1/20/2024,125497,Redemption,66045,Telangana,Hyderabad,T30,26-35,Male,19.7,Mandate,Verified
INV004970,1/20/2024,102886,Lumpsum,41075,Maharashtra,Nashik,B30,36-45,Female,27.6,Net Banking,Verified
INV002134,1/20/2024,119552,SIP,5099,Rajasthan,Udaipur,B30,26-35,Male,24.8,Mandate,Verified
INV003047,1/20/2024,118636,Lumpsum,317302,Maharashtra,Mumbai,T30,46-55,Male,40,Cheque,Verified
INV004899,1/20/2024,120842,SIP,1081,Delhi,New Delhi,T30,36-45,Male,39.4,Net Banking,Verified
INV004896,1/20/2024,149324,Lumpsum,251783,Uttar Pradesh,Agra,B30,18-25,Female,3.5,Mandate,Verified
INV003023,1/20/2024,118633,SIP,872,Gujarat,Ahmedabad,T30,26-35,Female,13.6,Cheque,Verified
INV002823,1/20/2024,118633,SIP,53710,Telangana,Hyderabad,T30,26-35,Male,21.5,Net Banking,Verified
INV003509,1/20/2024,149323,SIP,6149,Haryana,Gurugram,T30,36-45,Male,14.5,Mandate,Verified
INV003047,1/20/2024,148568,SIP,4437,Maharashtra,Mumbai,T30,46-55,Male,40,Mandate,Verified
INV001175,1/20/2024,119120,SIP,21148,Punjab,Chandigarh,T30,36-45,Male,33.5,Cheque,Verified
INV000134,1/20/2024,119552,SIP,13078,Punjab,Chandigarh,T30,36-45,Female,50.2,Mandate,Verified
INV003565,1/20/2024,119095,SIP,2454,Gujarat,Surat,T30,26-35,Male,12,Net Banking,Verified
INV002826,1/20/2024,119095,SIP,543,Haryana,Gurugram,T30,26-35,Male,20.5,Mandate,Pending
INV004096,1/20/2024,149323,SIP,25101,Tamil Nadu,Coimbatore,B30,36-45,Male,57.1,Cheque,Pending
INV000074,1/20/2024,120504,SIP,7798,Rajasthan,Jaipur,T30,26-35,Female,8.4,Mandate,Pending
INV004911,1/20/2024,149324,SIP,47812,West Bengal,Kolkata,T30,26-35,Female,9.4,UPI,Verified
INV001594,1/20/2024,119095,SIP,3533,Madhya Pradesh,Bhopal,B30,26-35,Male,13.9,Cheque,Verified
INV004079,1/21/2024,120843,SIP,432,Karnataka,Bangalore,T30,36-45,Female,57.2,Net Banking,Verified
INV003396,1/21/2024,119599,SIP,2810,Karnataka,Mysore,B30,26-35,Male,23.4,Net Banking,Verified
INV004066,1/21/2024,120841,SIP,15405,Gujarat,Surat,T30,46-55,Male,30.8,Net Banking,Verified
INV001131,1/21/2024,119551,SIP,445,Tamil Nadu,Coimbatore,B30,36-45,Female,32,UPI,Verified
INV002681,1/21/2024,100025,SIP,8884,Maharashtra,Nashik,B30,18-25,Female,7.2,UPI,Verified
INV000371,1/21/2024,119120,SIP,5416,Uttar Pradesh,Agra,B30,26-35,Male,14.6,Cheque,Pending
INV001717,1/21/2024,120505,Lumpsum,351527,Karnataka,Mysore,B30,26-35,Male,23.2,UPI,Verified
INV000799,1/21/2024,125497,SIP,3274,Madhya Pradesh,Indore,T30,18-25,Male,4.6,Net Banking,Verified
INV004497,1/21/2024,118635,Redemption,453909,Rajasthan,Jaipur,T30,26-35,Female,13.3,Mandate,Verified
INV000369,1/21/2024,102886,Lumpsum,69084,Delhi,Gurugram,T30,26-35,Male,20.7,UPI,Verified
INV003675,1/21/2024,119598,SIP,5637,West Bengal,Kolkata,T30,56+,Male,63.9,Net Banking,Verified
INV004109,1/21/2024,120503,Lumpsum,160487,Uttar Pradesh,Lucknow,T30,56+,Female,59.8,UPI,Verified
INV004281,1/21/2024,120507,Lumpsum,78516,Rajasthan,Jaipur,T30,26-35,Female,15.9,Net Banking,Verified
INV000269,1/21/2024,119552,SIP,4719,Punjab,Amritsar,B30,46-55,Male,47.3,Cheque,Verified
INV003288,1/21/2024,102886,SIP,45897,Punjab,Chandigarh,T30,56+,Male,57.9,Cheque,Pending
INV000289,1/21/2024,101206,SIP,3127,Delhi,Gurugram,T30,36-45,Male,54.2,Net Banking,Verified
INV003820,1/21/2024,100033,SIP,894,Tamil Nadu,Chennai,T30,56+,Male,61.2,Mandate,Verified
INV003962,1/21/2024,118635,SIP,26088,Haryana,Gurugram,T30,26-35,Male,20.4,Cheque,Pending
INV004450,1/21/2024,119551,SIP,8560,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,UPI,Verified
INV004216,1/21/2024,119598,SIP,7627,Karnataka,Bangalore,T30,26-35,Male,8.3,Net Banking,Verified
INV003042,1/21/2024,119599,Redemption,478639,Tamil Nadu,Coimbatore,B30,46-55,Male,23.5,Net Banking,Pending
INV004784,1/21/2024,120507,Redemption,233850,Uttar Pradesh,Lucknow,T30,26-35,Female,15.8,Cheque,Verified
INV001354,1/21/2024,118632,Lumpsum,139599,Tamil Nadu,Coimbatore,B30,18-25,Male,7,Mandate,Verified
INV003169,1/21/2024,119092,Lumpsum,310274,Telangana,Hyderabad,T30,26-35,Female,11.2,Mandate,Verified
INV004688,1/21/2024,118632,SIP,1191,West Bengal,Kolkata,T30,26-35,Male,20.7,Net Banking,Verified
INV003614,1/21/2024,100016,Lumpsum,415889,Maharashtra,Mumbai,T30,26-35,Male,13.3,Cheque,Verified
INV002031,1/21/2024,102887,SIP,9353,Madhya Pradesh,Indore,T30,46-55,Male,24.3,UPI,Verified
INV003940,1/21/2024,120506,SIP,8683,West Bengal,Kolkata,T30,36-45,Male,21.6,Cheque,Verified
INV001809,1/21/2024,148568,SIP,5393,Telangana,Hyderabad,T30,46-55,Male,80.5,UPI,Verified
INV004672,1/21/2024,120507,SIP,55878,Rajasthan,Jaipur,T30,26-35,Male,23.9,Mandate,Verified
INV004041,1/21/2024,119551,Redemption,117403,Telangana,Hyderabad,T30,36-45,Male,51.1,UPI,Verified
INV001631,1/21/2024,125498,Lumpsum,78235,Haryana,Faridabad,B30,36-45,Male,55.9,Cheque,Verified
INV002729,1/21/2024,101207,SIP,14776,Uttar Pradesh,Kanpur,B30,26-35,Female,15.4,UPI,Verified
INV000019,1/21/2024,100016,SIP,4135,Gujarat,Ahmedabad,T30,18-25,Female,5.1,Cheque,Verified
INV002827,1/21/2024,119551,Redemption,241812,Karnataka,Mysore,B30,36-45,Female,58.1,Net Banking,Verified
INV004565,1/21/2024,120505,SIP,8085,Gujarat,Surat,T30,26-35,Male,9.2,UPI,Verified
INV004473,1/21/2024,119120,SIP,29361,Karnataka,Mysore,B30,18-25,Male,5.6,Net Banking,Verified
INV003539,1/21/2024,102887,SIP,2552,Rajasthan,Udaipur,B30,56+,Female,54.9,Cheque,Verified
INV001457,1/21/2024,119093,SIP,1011,Gujarat,Ahmedabad,T30,26-35,Male,17.7,Cheque,Verified
INV002055,1/21/2024,125498,SIP,877,Punjab,Amritsar,B30,26-35,Male,18.7,UPI,Verified
INV004661,1/21/2024,100033,SIP,2120,Maharashtra,Nashik,B30,26-35,Male,9.8,Cheque,Verified
INV001772,1/21/2024,102887,SIP,17912,Telangana,Hyderabad,T30,36-45,Male,31.2,UPI,Verified
INV003749,1/21/2024,101208,Lumpsum,256164,Delhi,New Delhi,T30,36-45,Female,25.6,Mandate,Verified
INV001468,1/21/2024,120505,SIP,1982,Tamil Nadu,Chennai,T30,26-35,Female,19.4,Net Banking,Verified
INV003936,1/21/2024,101208,SIP,46005,Punjab,Chandigarh,T30,36-45,Male,19.8,Cheque,Verified
INV000606,1/21/2024,102886,Lumpsum,505322,Karnataka,Mysore,B30,18-25,Male,7.8,Cheque,Verified
INV003604,1/21/2024,148567,SIP,2760,Punjab,Chandigarh,T30,18-25,Female,7.4,Mandate,Verified
INV002257,1/21/2024,125498,Redemption,199340,West Bengal,Kolkata,T30,26-35,Male,9.8,Net Banking,Pending
INV001515,1/21/2024,118635,SIP,402,Tamil Nadu,Coimbatore,B30,18-25,Male,7.4,Cheque,Verified
INV001950,1/21/2024,148567,Lumpsum,87114,Maharashtra,Pune,T30,26-35,Female,6,UPI,Verified
INV000511,1/21/2024,119120,SIP,14534,Punjab,Chandigarh,T30,46-55,Male,88.7,UPI,Verified
INV004065,1/21/2024,149324,SIP,45064,Tamil Nadu,Chennai,T30,26-35,Male,6.1,UPI,Pending
INV004175,1/22/2024,101206,SIP,1095,Tamil Nadu,Coimbatore,B30,36-45,Female,51.8,Mandate,Verified
INV000853,1/22/2024,120844,SIP,4899,Punjab,Chandigarh,T30,26-35,Female,8,Net Banking,Verified
INV002107,1/22/2024,102886,SIP,2314,Telangana,Hyderabad,T30,26-35,Male,18.2,Cheque,Verified
INV003212,1/22/2024,120842,SIP,6289,West Bengal,Kolkata,T30,26-35,Male,17.2,Net Banking,Verified
INV004017,1/22/2024,118632,Lumpsum,350234,West Bengal,Kolkata,T30,36-45,Male,36.7,Cheque,Verified
INV003153,1/22/2024,119598,Lumpsum,274956,Madhya Pradesh,Indore,T30,36-45,Female,20.5,Cheque,Verified
INV001999,1/22/2024,119120,Lumpsum,483516,Rajasthan,Udaipur,B30,18-25,Male,5.8,Net Banking,Verified
INV000627,1/22/2024,120503,Lumpsum,226010,Delhi,Noida,T30,36-45,Female,49.8,Cheque,Verified
INV000482,1/22/2024,118632,Redemption,301021,Maharashtra,Mumbai,T30,26-35,Male,7.6,Mandate,Verified
INV002967,1/22/2024,118635,SIP,8047,Karnataka,Mysore,B30,18-25,Female,4.7,Net Banking,Verified
INV002912,1/22/2024,149323,SIP,7839,Maharashtra,Mumbai,T30,26-35,Female,23.6,Mandate,Verified
INV001118,1/22/2024,148568,SIP,17281,Haryana,Gurugram,T30,18-25,Male,6.7,Cheque,Verified
INV003480,1/22/2024,118632,SIP,17157,Madhya Pradesh,Bhopal,B30,26-35,Male,24.4,UPI,Verified
INV001457,1/22/2024,118633,Redemption,38841,Gujarat,Ahmedabad,T30,26-35,Male,17.7,UPI,Verified
INV002509,1/22/2024,100033,Redemption,229514,Maharashtra,Mumbai,T30,36-45,Female,19.9,Net Banking,Pending
INV000811,1/22/2024,120503,SIP,15579,Haryana,Faridabad,B30,36-45,Female,34.5,Cheque,Pending
INV001013,1/22/2024,119551,SIP,2141,Telangana,Hyderabad,T30,36-45,Male,40.6,Net Banking,Verified
INV004143,1/22/2024,120505,SIP,7378,Gujarat,Ahmedabad,T30,18-25,Male,7.4,UPI,Verified
INV002399,1/22/2024,102885,Redemption,157245,Gujarat,Ahmedabad,T30,46-55,Female,34.7,Net Banking,Pending
INV000011,1/22/2024,101207,SIP,2641,West Bengal,Kolkata,T30,26-35,Male,9.6,UPI,Verified
INV000280,1/22/2024,100016,SIP,2946,Punjab,Amritsar,B30,26-35,Female,22.9,UPI,Verified
INV001560,1/22/2024,100016,SIP,4414,Punjab,Amritsar,B30,26-35,Male,22.5,Mandate,Verified
INV002278,1/22/2024,101207,SIP,3325,Uttar Pradesh,Agra,B30,46-55,Female,88.6,Cheque,Verified
INV002138,1/22/2024,101208,SIP,439,Karnataka,Bangalore,T30,46-55,Female,78.2,Mandate,Pending
INV001662,1/22/2024,149322,SIP,3576,Delhi,Gurugram,T30,36-45,Male,45.6,Net Banking,Verified
INV004467,1/22/2024,148569,SIP,21886,Tamil Nadu,Chennai,T30,46-55,Male,52.4,Net Banking,Verified
INV004297,1/22/2024,118632,Redemption,485090,Karnataka,Bangalore,T30,36-45,Female,19.5,Net Banking,Verified
INV003102,1/22/2024,100033,Redemption,144648,Maharashtra,Pune,T30,18-25,Male,4.3,Cheque,Verified
INV003912,1/22/2024,148567,SIP,2803,West Bengal,Kolkata,T30,26-35,Male,8.5,Mandate,Verified
INV000387,1/22/2024,102885,SIP,3465,Gujarat,Surat,T30,36-45,Male,53.8,Cheque,Verified
INV003026,1/22/2024,149324,Lumpsum,311050,Madhya Pradesh,Bhopal,B30,36-45,Female,25.7,UPI,Pending
INV004759,1/22/2024,101208,SIP,1847,Gujarat,Ahmedabad,T30,36-45,Female,13.8,UPI,Verified
INV003791,1/22/2024,125498,Redemption,160410,Tamil Nadu,Coimbatore,B30,46-55,Male,77.4,Mandate,Verified
INV004971,1/22/2024,125497,Lumpsum,399810,Telangana,Hyderabad,T30,26-35,Male,21.3,UPI,Verified
INV001972,1/22/2024,100016,SIP,4566,Uttar Pradesh,Kanpur,B30,18-25,Male,4.6,Cheque,Verified
INV000881,1/22/2024,120507,SIP,932,Uttar Pradesh,Agra,B30,26-35,Male,17.1,Mandate,Verified
INV003997,1/22/2024,101208,Lumpsum,168365,Telangana,Hyderabad,T30,36-45,Male,48.3,Cheque,Verified
INV001538,1/22/2024,118634,Lumpsum,131112,Madhya Pradesh,Bhopal,B30,18-25,Female,3.1,Mandate,Verified
INV004692,1/22/2024,119093,SIP,1646,Madhya Pradesh,Bhopal,B30,26-35,Male,11.6,Cheque,Verified
INV004203,1/22/2024,101206,SIP,8689,Madhya Pradesh,Indore,T30,18-25,Male,7.9,UPI,Verified
INV004497,1/22/2024,118634,Redemption,157191,Rajasthan,Jaipur,T30,26-35,Female,13.3,Mandate,Verified
INV000634,1/22/2024,118635,SIP,7085,Karnataka,Bangalore,T30,26-35,Female,22.7,Mandate,Verified
INV003755,1/22/2024,119093,SIP,45395,Punjab,Chandigarh,T30,46-55,Male,42.7,Cheque,Verified
INV004790,1/22/2024,119094,SIP,2075,Tamil Nadu,Coimbatore,B30,18-25,Male,3.4,Cheque,Verified
INV002931,1/22/2024,119092,Redemption,433606,Tamil Nadu,Coimbatore,B30,56+,Female,32.4,Mandate,Verified
INV001422,1/22/2024,119095,SIP,1862,Punjab,Amritsar,B30,36-45,Male,38.6,Mandate,Verified
INV004835,1/22/2024,119551,Redemption,340023,Maharashtra,Nashik,B30,56+,Male,12.9,UPI,Verified
INV000268,1/22/2024,102885,SIP,14053,Haryana,Gurugram,T30,18-25,Female,4.7,Cheque,Verified
INV002867,1/22/2024,119092,Lumpsum,17958,West Bengal,Kolkata,T30,18-25,Male,5,Mandate,Verified
INV003649,1/22/2024,120842,SIP,56228,Haryana,Gurugram,T30,46-55,Female,79.9,Net Banking,Verified
INV001379,1/22/2024,120841,Lumpsum,418303,Punjab,Amritsar,B30,56+,Female,74.3,Net Banking,Verified
INV003112,1/22/2024,119093,SIP,2632,Maharashtra,Pune,T30,26-35,Female,8.5,Cheque,Verified
INV002191,1/22/2024,149324,Lumpsum,25647,West Bengal,Kolkata,T30,26-35,Male,9,Mandate,Verified
INV000429,1/22/2024,148567,SIP,58970,Gujarat,Surat,T30,36-45,Female,41.7,Cheque,Verified
INV003224,1/22/2024,101206,SIP,2394,Punjab,Amritsar,B30,26-35,Male,16,Net Banking,Verified
INV001375,1/22/2024,120843,Lumpsum,45742,Haryana,Gurugram,T30,18-25,Male,6.3,Cheque,Verified
INV002039,1/22/2024,100025,SIP,17406,Madhya Pradesh,Bhopal,B30,46-55,Male,17.3,Net Banking,Verified
INV004636,1/22/2024,102885,Redemption,115286,Uttar Pradesh,Kanpur,B30,18-25,Female,5,Cheque,Verified
INV000430,1/22/2024,149323,Redemption,146934,Punjab,Amritsar,B30,18-25,Male,3.3,UPI,Verified
INV002824,1/22/2024,119094,Lumpsum,74855,Rajasthan,Jaipur,T30,56+,Male,42.5,Cheque,Verified
INV004811,1/23/2024,102887,Lumpsum,91483,Punjab,Amritsar,B30,26-35,Female,9.4,Cheque,Verified
INV004102,1/23/2024,119095,Redemption,128707,Tamil Nadu,Coimbatore,B30,26-35,Female,6.6,Mandate,Verified
INV002927,1/23/2024,102886,Lumpsum,22511,Punjab,Amritsar,B30,56+,Male,29.1,Net Banking,Verified
INV002622,1/23/2024,120506,Redemption,476484,Karnataka,Mysore,B30,18-25,Female,4,Net Banking,Pending
INV004140,1/23/2024,118636,SIP,563,Punjab,Amritsar,B30,46-55,Female,41.6,Cheque,Pending
INV001594,1/23/2024,125498,Lumpsum,219039,Madhya Pradesh,Bhopal,B30,26-35,Male,13.9,Mandate,Verified
INV003408,1/23/2024,119598,Lumpsum,206566,West Bengal,Kolkata,T30,18-25,Male,6.1,Mandate,Verified
INV004401,1/23/2024,148567,SIP,23254,Rajasthan,Udaipur,B30,26-35,Male,22.6,Net Banking,Pending
INV001364,1/23/2024,148568,Lumpsum,85818,Delhi,Gurugram,T30,26-35,Male,11.6,Mandate,Verified
INV002558,1/23/2024,101206,SIP,6571,Haryana,Faridabad,B30,26-35,Female,9.1,Net Banking,Verified
INV000089,1/23/2024,102886,Redemption,349945,Maharashtra,Mumbai,T30,26-35,Female,11.2,UPI,Verified
INV002047,1/23/2024,120843,SIP,4200,Tamil Nadu,Coimbatore,B30,26-35,Female,19.5,Cheque,Verified
INV001161,1/23/2024,119598,SIP,5577,Uttar Pradesh,Kanpur,B30,26-35,Male,13.4,Cheque,Verified
INV001828,1/23/2024,119120,SIP,8923,Gujarat,Surat,T30,36-45,Male,27.7,Mandate,Verified
INV000622,1/23/2024,102887,SIP,2863,Haryana,Faridabad,B30,26-35,Male,18,Cheque,Verified
INV001064,1/23/2024,120506,SIP,3034,West Bengal,Kolkata,T30,46-55,Male,67.9,Cheque,Verified
INV000474,1/23/2024,148569,SIP,5660,Madhya Pradesh,Bhopal,B30,46-55,Male,83.3,Mandate,Verified
INV002399,1/23/2024,119551,Lumpsum,135401,Gujarat,Ahmedabad,T30,46-55,Female,34.7,Net Banking,Verified
INV004647,1/23/2024,101208,SIP,9207,Madhya Pradesh,Indore,T30,36-45,Female,25.3,UPI,Verified
